#data from http://pds-geosciences.wustl.edu/phx/phx-m-ra-4-rdr-sci-v1/phxra_1001/data/
time(s);x_t(m);y_t(m);z_t(m);th_t(rad);Fr(N);Ft(N);Fz(N);R(N)
900551372.2;0.1665;1.089;0.8174;-2.9268;0;0;0;0
900551372.3;0.1662;1.0877;0.8154;-2.9117;6.6906;0;13.3055;14.8929
900551372.4;0.166;1.0864;0.8132;-2.8965;0;0;0;0
900551372.5;0.1659;1.086;0.8111;-2.8803;0;0;0;0
900551372.6;0.1659;1.086;0.8092;-2.8653;0;0;0;0
900551372.7;0.1658;1.0852;0.807;-2.8505;-2.1771;0;7.1237;7.4489
900551372.8;0.1655;1.084;0.8049;-2.8353;-3.5877;0;11.6563;12.196
900551372.9;0.1653;1.0828;0.8028;-2.8201;0;0;0;0
900551373;0.165;1.0816;0.8004;-2.804;0;0;0;0
900551373.1;0.1648;1.0803;0.7981;-2.7878;6.2792;0;16.1746;17.3507
900551373.2;0.1645;1.0791;0.7958;-2.7715;0;0;0;0
900551373.3;0.1643;1.0777;0.7942;-2.7569;0;0;0;0
900551373.4;0.1639;1.0758;0.7936;-2.7436;-7.5202;0;-4.7689;8.9048
900551373.5;0.1635;1.0737;0.7925;-2.7272;-7.5649;0;-4.2065;8.6558
900551373.6;0.1631;1.0717;0.791;-2.709;-6.6733;0;-8.214;10.5832
900551373.7;0.1628;1.0701;0.7893;-2.6932;0;0;0;0
900551373.8;0.1623;1.0678;0.7874;-2.6776;-1.4274;0;23.4615;23.5049
900551373.9;0.162;1.0659;0.7851;-2.6605;1.9821;0;21.6616;21.7521
900551374;0.1617;1.0647;0.7829;-2.644;-0.7408;0;19.4106;19.4247
900551374.1;0.1615;1.0636;0.7807;-2.6275;-0.8033;0;19.382;19.3987
900551374.2;0.1613;1.0626;0.7787;-2.6131;-0.8556;0;19.3134;19.3323
900551374.3;0.1611;1.0616;0.7765;-2.5977;0;0;0;0
900551374.4;0.1609;1.0603;0.7745;-2.5809;0;0;0;0
900551374.5;0.1606;1.059;0.7726;-2.5641;1.7384;0;5.2043;5.4869
900551374.6;0.1604;1.0579;0.7708;-2.5494;2.4532;0;1.2466;2.7517
900551374.7;0.1602;1.0569;0.7687;-2.5339;-2.2888;0;25.961;26.0617
900551374.8;0.16;1.056;0.7662;-2.5164;0;0;0;0
900551374.9;0.1599;1.0552;0.7641;-2.502;0;0;0;0
900551375;0.1596;1.0541;0.7622;-2.4862;0;0;0;0
900551375.1;0.1594;1.053;0.7603;-2.4693;2.1142;0;3.2868;3.9081
900551375.2;0.1592;1.052;0.7584;-2.4535;2.4262;0;1.8589;3.0565
900551375.3;0.1591;1.0511;0.7563;-2.4379;1.9354;0;4.0244;4.4656
900551375.4;0.1589;1.0505;0.7539;-2.4214;-0.7648;0;17.7832;17.7997
900551375.5;0.1588;1.0499;0.7516;-2.406;0;0;0;0
900551375.6;0.1586;1.0491;0.7495;-2.3903;0;0;0;0
900551375.7;0.1585;1.0482;0.7477;-2.3744;0;0;0;0
900551375.8;0.1583;1.0474;0.7456;-2.3576;-2.4983;0;-3.2338;4.0865
900551375.9;0.1582;1.0467;0.7434;-2.342;-3.8262;0;3.2084;4.9934
900551376;0.1581;1.0463;0.7411;-2.3266;0;0;0;0
900551376.1;0.158;1.0459;0.7388;-2.3111;0;0;0;0
900551376.2;0.1579;1.0453;0.7366;-2.2944;0;0;0;0
900551376.3;0.1578;1.0447;0.7346;-2.2786;-7.8677;0;-3.2694;8.5199
900551376.4;0.1577;1.0441;0.7328;-2.2639;-7.7135;0;-4.2585;8.811
900551376.5;0.1576;1.0437;0.7307;-2.2482;-7.8518;0;-3.9762;8.8012
900551376.6;0.1575;1.0433;0.7282;-2.2305;0;0;0;0
900551376.7;0.1575;1.0432;0.7263;-2.2182;0;0;0;0
900551376.8;0.1575;1.0431;0.7264;-2.2181;0;0;0;0
900551376.9;0.1574;1.0427;0.7264;-2.2177;0;0;0;0
900551377;0.1572;1.042;0.7262;-2.2171;0;0;0;0
900551377.1;0.1572;1.042;0.7262;-2.2171;0;0;0;0
900551377.6;0.1572;1.042;0.7262;-2.2171;0;0;0;0
900551377.7;0.1572;1.042;0.7262;-2.2171;0;0;0;0
900551377.8;0.1572;1.0418;0.7261;-2.2168;0;0;0;0
900551377.9;0.157;1.0409;0.7248;-2.2162;0;0;0;0
900551378;0.1568;1.0397;0.7224;-2.2154;0;0;0;0
900551378.1;0.1567;1.0393;0.7197;-2.2155;0;0;0;0
900551378.2;0.1568;1.0397;0.7169;-2.2175;0;0;0;0
900551378.3;0.157;1.0407;0.7141;-2.2231;1.973;0;9.0512;9.2637
900551378.4;0.157;1.0411;0.7119;-2.225;0;0;0;0
900551378.5;0.1571;1.0415;0.709;-2.226;0;0;0;0
900551378.6;0.1571;1.0416;0.706;-2.2266;3.0138;0;1.526;3.3781
900551378.7;0.1571;1.0413;0.7031;-2.228;3.0389;0;13.4715;13.81
900551378.8;0.1572;1.042;0.7009;-2.2322;4.0914;0;11.6996;12.3943
900551378.9;0.1573;1.0426;0.6984;-2.2343;0;0;0;0
900551379;0.1573;1.0428;0.696;-2.236;3.1728;0;4.5954;5.5843
900551379.1;0.1574;1.043;0.6932;-2.2368;0;0;0;0
900551379.2;0.1574;1.0433;0.6904;-2.2377;3.1682;0;3.144;4.4635
900551379.3;0.1574;1.0433;0.6878;-2.2435;0;0;0;0
900551379.4;0.1575;1.0437;0.686;-2.2474;0;0;0;0
900551379.5;0.1576;1.0443;0.6836;-2.2474;0;0;0;0
900551379.6;0.1576;1.0441;0.6815;-2.2488;0;0;0;0
900551379.7;0.1576;1.0442;0.6794;-2.2525;0;0;0;0
900551379.8;0.1577;1.0447;0.6769;-2.2535;0;0;0;0
900551379.9;0.1578;1.0453;0.6741;-2.2547;0;0;0;0
900551380;0.1578;1.0454;0.6715;-2.2555;0.6281;0;11.1767;11.1944
900551380.1;0.1578;1.0455;0.669;-2.2572;0;0;0;0
900551380.2;0.1578;1.0456;0.667;-2.2609;0.7241;0;0.8022;1.0806
900551380.3;0.1578;1.0456;0.6639;-2.2636;0;0;0;0
900551380.4;0.1578;1.0457;0.6612;-2.2644;5.0506;0;3.809;6.3259
900551380.5;0.1579;1.0462;0.6591;-2.2654;0;0;0;0
900551380.6;0.1579;1.0461;0.6574;-2.2668;0;0;0;0
900551380.7;0.1579;1.0462;0.6557;-2.2704;0;0;0;0
900551380.8;0.158;1.0466;0.6533;-2.2725;0;0;0;0
900551380.9;0.158;1.0468;0.6506;-2.2733;1.3715;0;11.6093;11.69
900551381;0.158;1.0469;0.6481;-2.275;0.1079;0;10.5127;10.5133
900551381.1;0.158;1.047;0.646;-2.2788;1.893;0;0.9782;2.1308
900551381.2;0.158;1.0467;0.6436;-2.2812;2.8602;0;2.1412;3.5729
900551381.3;0.158;1.0467;0.641;-2.2819;0;0;0;0
900551381.4;0.1581;1.0473;0.6382;-2.2832;0;0;0;0
900551381.5;0.1581;1.0475;0.6359;-2.284;0;0;0;0
900551381.6;0.1581;1.0476;0.6344;-2.2887;0;0;0;0
900551381.7;0.158;1.0471;0.6323;-2.2909;0;0;0;0
900551381.8;0.158;1.0471;0.6297;-2.2916;0;0;0;0
900551381.9;0.1581;1.0475;0.6272;-2.2926;0;0;0;0
900551382;0.1582;1.0481;0.6247;-2.2939;0;0;0;0
900551382.1;0.1583;1.0484;0.6225;-2.2958;0;0;0;0
900551382.2;0.1582;1.0481;0.6203;-2.2993;0;0;0;0
900551382.3;0.1582;1.048;0.6179;-2.3009;0;0;0;0
900551382.4;0.1582;1.0482;0.6151;-2.3019;3.9808;0;3.1507;5.0768
900551382.5;0.1582;1.0484;0.6128;-2.3038;0;0;0;0
900551382.6;0.1582;1.0482;0.6111;-2.3072;0;0;0;0
900551382.7;0.1582;1.048;0.6088;-2.3088;0;0;0;0
900551382.8;0.1582;1.0483;0.6064;-2.3097;0;0;0;0
900551382.9;0.1583;1.0486;0.604;-2.3118;0;0;0;0
900551383;0.1582;1.0485;0.6019;-2.3155;-0.9072;0;11.9571;11.9915
900551383.1;0.1582;1.0484;0.5996;-2.3171;0;0;0;0
900551383.2;0.1582;1.0484;0.597;-2.3178;4.0037;0;4.1689;5.7801
900551383.3;0.1582;1.0483;0.5945;-2.3196;0;0;0;0
900551383.4;0.1583;1.0488;0.5923;-2.3238;3.9967;0;3.2169;5.1305
900551383.5;0.1582;1.0486;0.59;-2.3254;0;0;0;0
900551383.6;0.1582;1.0485;0.588;-2.326;0;0;0;0
900551383.7;0.1581;1.0482;0.5856;-2.3264;0;0;0;0
900551383.8;0.1581;1.0482;0.5832;-2.3282;0;0;0;0
900551383.9;0.1582;1.0485;0.5811;-2.3323;0.7225;0;10.4187;10.4437
900551384;0.1582;1.0487;0.5788;-2.3343;0;0;0;0
900551384.1;0.1582;1.0485;0.5764;-2.3349;0;0;0;0
900551384.2;0.1581;1.048;0.5738;-2.3351;0;0;0;0
900551384.3;0.158;1.0479;0.5714;-2.3369;0;0;0;0
900551384.4;0.1581;1.0483;0.5692;-2.3412;6.1037;0;3.9622;7.277
900551384.5;0.1581;1.0484;0.567;-2.3431;0;0;0;0
900551384.6;0.1581;1.0483;0.5648;-2.3437;0;0;0;0
900551384.7;0.1581;1.048;0.5627;-2.3452;0;0;0;0
900551384.8;0.158;1.0479;0.5605;-2.349;0;0;0;0
900551384.9;0.1581;1.0482;0.5581;-2.3511;-2.3372;0;21.512;21.6385
900551385;0.1581;1.0483;0.5557;-2.352;0;0;0;0
900551385.1;0.158;1.0476;0.5533;-2.3522;0;0;0;0
900551385.2;0.1579;1.0474;0.551;-2.3538;0;0;0;0
900551385.3;0.158;1.0477;0.5489;-2.3579;0;0;0;0
900551385.4;0.1579;1.0476;0.5465;-2.3609;0;0;0;0
900551385.5;0.1579;1.0473;0.5441;-2.3614;0;0;0;0
900551385.6;0.1578;1.0469;0.5419;-2.3618;0;0;0;0
900551385.7;0.1578;1.0469;0.5397;-2.3636;0;0;0;0
900551385.8;0.1578;1.0471;0.5378;-2.3677;0;0;0;0
900551385.9;0.1578;1.047;0.5353;-2.3695;0;0;0;0
900551386;0.1577;1.0467;0.5328;-2.3701;0;0;0;0
900551386.1;0.1577;1.0467;0.5304;-2.371;0;0;0;0
900551386.2;0.1578;1.0469;0.5286;-2.3761;0;0;0;0
900551386.3;0.1577;1.0464;0.5263;-2.3785;0;0;0;0
900551386.4;0.1576;1.0463;0.5236;-2.3794;6.4625;0;4.3415;7.7854
900551386.5;0.1576;1.0462;0.5213;-2.3803;0;0;0;0
900551386.6;0.1575;1.0457;0.5191;-2.3806;0;0;0;0
900551386.7;0.1575;1.0457;0.517;-2.3824;0;0;0;0
900551386.8;0.1575;1.0459;0.515;-2.3865;0;0;0;0
900551386.9;0.1576;1.046;0.5126;-2.3887;0;0;0;0
900551387;0.1575;1.0457;0.5101;-2.3893;0;0;0;0
900551387.1;0.1574;1.0452;0.5074;-2.3899;0;0;0;0
900551387.2;0.1573;1.0448;0.5057;-2.3944;3.7649;0;13.6771;14.1858
900551387.3;0.1572;1.0445;0.5038;-2.3969;0;0;0;0
900551387.4;0.1573;1.0447;0.501;-2.3982;5.8251;0;2.8622;6.4903
900551387.5;0.1571;1.0439;0.4998;-2.3979;0;0;0;0
900551387.6;0.1568;1.0425;0.4997;-2.3966;0;0;0;0
900551387.7;0.1568;1.0422;0.4998;-2.3973;0;0;0;0
900551387.8;0.1568;1.0422;0.4999;-2.3983;0;0;0;0
900551387.9;0.1568;1.0422;0.4999;-2.3983;0;0;0;0
900551388.6;0.1568;1.0422;0.4999;-2.3983;0;0;0;0
900551388.7;0.1568;1.0422;0.4999;-2.3983;0;0;0;0
900551388.8;0.1568;1.0423;0.4998;-2.3953;0;0;0;0
900551388.9;0.1574;1.0454;0.4998;-2.391;0;0.6088;0;0
900551389;0.1587;1.0518;0.501;-2.3948;0;6.8467;0;0
900551389.1;0.1599;1.0583;0.5021;-2.3997;0;13.1051;0;0
900551389.2;0.161;1.0638;0.5025;-2.4007;0;0;0;0
900551389.3;0.1623;1.0704;0.5027;-2.3997;0;0;0;0
900551389.4;0.1612;1.0757;0.5032;-2.4002;0;4.0636;0;0
900551389.5;0.1595;1.0805;0.5042;-2.4042;0;0;0;0
900551389.6;0.1579;1.0855;0.5044;-2.4034;0;0;0;0
900551389.7;0.159;1.0912;0.5045;-2.4026;-0.2317;13.3208;6.2449;6.2492
900551389.8;0.16;1.0966;0.5048;-2.4035;0;-5.2245;0;0
900551389.9;0.1609;1.1016;0.5052;-2.404;0;6.4985;0;0
900551390;0.1618;1.1063;0.5054;-2.4042;0;12.226;0;0
900551390.1;0.1628;1.1113;0.5055;-2.4038;0;17.5933;0;0
900551390.2;0.1637;1.1163;0.5058;-2.4043;0;23.5807;0;0
900551390.3;0.165;1.1229;0.5063;-2.4063;0;30.7969;0;0
900551390.4;0.1638;1.1288;0.5064;-2.4064;0;6.9883;0;0
900551390.5;0.1618;1.1326;0.5064;-2.4054;-5.2148;3.9054;-4.3247;6.7748
900551390.6;0.1603;1.1364;0.5064;-2.4056;0;0;0;0
900551390.7;0.1611;1.1407;0.5062;-2.4046;0;0;0;0
900551390.8;0.1621;1.1461;0.5062;-2.4045;0;0;0;0
900551390.9;0.163;1.1514;0.5064;-2.4053;-4.5828;6.5667;-3.6745;5.874
900551391;0.1639;1.156;0.5062;-2.4045;-2.1786;6.2125;1.4097;2.595
900551391.1;0.1647;1.1604;0.5062;-2.4045;0;11.3686;0;0
900551391.2;0.1656;1.1654;0.5064;-2.4061;0;0;0;0
900551391.3;0.1665;1.1704;0.5062;-2.4056;0;0;0;0
900551391.4;0.1661;1.1762;0.506;-2.4047;-8.6495;5.1875;-5.247;10.1166
900551391.5;0.1642;1.1809;0.506;-2.4057;-5.8307;4.6685;-3.9307;7.0319
900551391.6;0.1631;1.1852;0.506;-2.4064;0;0;0;0
900551391.7;0.1639;1.1896;0.5056;-2.4054;0;0;0;0
900551391.8;0.1647;1.1942;0.5054;-2.4046;0;0;0;0
900551391.9;0.1656;1.1995;0.5053;-2.4054;-3.187;6.047;-2.238;3.8943
900551392;0.1664;1.2042;0.5053;-2.4067;0;11.4631;0;0
900551392.1;0.1672;1.2085;0.505;-2.4056;0;0;0;0
900551392.2;0.1681;1.2134;0.5046;-2.4052;0;16.3229;0;0
900551392.3;0.1689;1.2184;0.5044;-2.4057;0;0;0;0
900551392.4;0.1698;1.2234;0.5042;-2.4062;0;28.4395;0;0
900551392.5;0.1683;1.2283;0.5037;-2.4055;-3.941;5.3975;-2.4052;4.617
900551392.6;0.1656;1.2328;0.5036;-2.4062;0;0;0;0
900551392.7;0.1645;1.2373;0.5033;-2.4061;0;0;0;0
900551392.8;0.1653;1.2422;0.5026;-2.4046;0;1.9245;0;0
900551392.9;0.1662;1.2473;0.5022;-2.4053;-2.7241;-4.674;0.7228;2.8184
900551393;0.1669;1.2519;0.5021;-2.4065;-0.2651;6.8409;0.7184;0.7657
900551393.1;0.1678;1.2568;0.5016;-2.4071;0;0;0;0
900551393.2;0.1691;1.2644;0.5019;-2.4098;0;0;0;0
900551393.3;0.1687;1.2708;0.5025;-2.4101;0;0;0;0
900551393.4;0.1671;1.2763;0.5035;-2.4104;-9.4881;3.2722;1.8551;9.6677
900551393.5;0.1651;1.2797;0.5043;-2.4098;0;-3.204;0;0
900551393.6;0.1656;1.2824;0.5048;-2.409;0;0;0;0
900551393.7;0.1662;1.2864;0.5045;-2.4076;0;0;0;0
900551393.8;0.167;1.2911;0.5044;-2.4078;0;-4.2909;0;0
900551393.9;0.1678;1.2956;0.5047;-2.4077;0;-4.3291;0;0
900551394;0.1685;1.2998;0.5052;-2.4083;0;1.5949;0;0
900551394.1;0.1691;1.3037;0.5056;-2.4086;0;1.5013;0;0
900551394.2;0.1697;1.3076;0.5056;-2.407;0;0;0;0
900551394.3;0.1705;1.3121;0.5056;-2.4059;0;0;0;0
900551394.4;0.1713;1.3171;0.506;-2.4062;-9.9544;6.8874;0.4968;9.9668
900551394.5;0.172;1.321;0.5065;-2.4076;0;0;0;0
900551394.6;0.1725;1.3243;0.5065;-2.4064;0;0;0;0
900551394.7;0.1732;1.3285;0.5064;-2.4051;0;0;0;0
900551394.8;0.1739;1.3327;0.5066;-2.4059;-1.1134;14.9611;4.462;4.5989
900551394.9;0.1747;1.3373;0.5067;-2.407;0;0;0;0
900551395;0.1733;1.3417;0.5068;-2.4066;-0.7367;1.3047;4.3468;4.4088
900551395.1;0.1708;1.3462;0.5067;-2.4052;0.3632;1.0064;4.65;4.6641
900551395.2;0.1694;1.3506;0.5069;-2.4047;0.6096;1.1918;6.1803;6.2103
900551395.3;0.1702;1.3554;0.5072;-2.407;0;0;0;0
900551395.4;0.1709;1.3601;0.5071;-2.4061;0;-3.2721;0;0
900551395.5;0.1715;1.3636;0.5073;-2.4051;-4.3606;-3.8592;-2.8111;5.1882
900551395.6;0.172;1.3669;0.5073;-2.405;0;-4.0529;0;0
900551395.7;0.1727;1.3711;0.5071;-2.4048;0;0;0;0
900551395.8;0.1734;1.3755;0.507;-2.4047;0;0.5784;0;0
900551395.9;0.1741;1.38;0.5071;-2.4057;-0.9347;0.6665;3.6077;3.7268
900551396;0.1748;1.3841;0.5069;-2.4054;0;0.4535;0;0
900551396.1;0.1754;1.3883;0.5068;-2.4052;0;5.2606;0;0
900551396.2;0.1761;1.3923;0.5068;-2.4047;0.8666;5.0372;4.9141;4.99
900551396.3;0.1768;1.3967;0.5067;-2.4046;0;0;0;0
900551396.4;0.1775;1.4014;0.5067;-2.4047;-11.1147;14.6901;0.6924;11.1362
900551396.5;0.1781;1.4048;0.5068;-2.4048;-1.6072;14.1689;4.7682;5.0317
900551396.6;0.1787;1.4087;0.5064;-2.4043;0;0;0;0
900551396.7;0.1778;1.4134;0.506;-2.4045;0;1.2676;0;0
900551396.8;0.1757;1.4178;0.506;-2.4051;0;4.6572;0;0
900551396.9;0.1741;1.4222;0.5059;-2.4058;0;-0.9207;0;0
900551397;0.1748;1.4265;0.5055;-2.4047;0;0;0;0
900551397.1;0.1755;1.4308;0.5052;-2.4035;-8.9293;1.5437;2.2464;9.2075
900551397.2;0.1761;1.4346;0.5054;-2.4049;0.8842;5.6423;5.5139;5.5843
900551397.3;0.1767;1.4386;0.5051;-2.4046;0;0;0;0
900551397.4;0.1774;1.4432;0.5046;-2.4038;-11.3026;9.839;0.8627;11.3355
900551397.5;0.178;1.4469;0.5046;-2.4041;-1.5001;9.2891;4.9694;5.1908
900551397.6;0.1785;1.4505;0.5046;-2.4053;0;0;0;0
900551397.7;0.1791;1.4542;0.504;-2.4038;0;0;0;0
900551397.8;0.1797;1.4582;0.5034;-2.4025;0;0;0;0
900551397.9;0.1782;1.4631;0.5034;-2.4047;1.2399;-0.1128;5.8756;6.005
900551398;0.1765;1.4674;0.5032;-2.4054;0;9.0025;0;0
900551398.1;0.1754;1.4713;0.5025;-2.4027;0;1.9726;0;0
900551398.2;0.176;1.4756;0.502;-2.4028;0;5.413;0;0
900551398.3;0.1767;1.4799;0.5017;-2.4037;0;0;0;0
900551398.4;0.1774;1.4844;0.5014;-2.4038;-12.2299;5.2394;0.1354;12.2306
900551398.5;0.178;1.4883;0.501;-2.4035;0.7058;4.8295;5.1856;5.2334
900551398.6;0.1785;1.492;0.5006;-2.4029;0;0;0;0
900551398.7;0.1794;1.4981;0.5011;-2.4053;0;15.2067;0;0
900551398.8;0.1803;1.5039;0.5021;-2.4062;0;15.5116;0;0
900551398.9;0.1809;1.508;0.5032;-2.4056;-11.7209;19.9635;1.0957;11.772
900551399;0.1813;1.5106;0.5042;-2.4046;-5.3502;18.5742;-2.3969;5.8626
900551399.1;0.1795;1.5139;0.5046;-2.4042;0;0;0;0
900551399.2;0.1777;1.5181;0.5039;-2.4029;0;5.8747;0;0
900551399.3;0.1784;1.5227;0.5029;-2.4034;0;0;0;0
900551399.4;0.179;1.5267;0.5033;-2.4049;-12.2356;0.9175;1.1164;12.2864
900551399.5;0.1794;1.5297;0.5038;-2.4045;0.6423;4.7159;5.7378;5.7737
900551399.6;0.1798;1.5326;0.5043;-2.403;0;4.8695;0;0
900551399.7;0.1804;1.5362;0.5044;-2.4021;5.995;4.4179;7.7809;9.8225
900551399.8;0.1809;1.5398;0.5045;-2.4024;-2.3214;8.8927;4.6454;5.1932
900551399.9;0.1815;1.5438;0.5049;-2.404;0;8.7091;0;0
900551400;0.182;1.547;0.5051;-2.4029;0;8.7295;0;0
900551400.1;0.1825;1.5502;0.5056;-2.4027;3.9558;12.8232;6.9489;7.9959
900551400.2;0.183;1.5541;0.5055;-2.4022;0;13.0386;0;0
900551400.3;0.1836;1.5582;0.5057;-2.403;0;0;0;0
900551400.4;0.1842;1.5622;0.5058;-2.4026;-12.9664;17.2787;0.867;12.9954
900551400.5;0.1847;1.5652;0.5062;-2.4022;-5.9147;16.8247;-2.0655;6.2649
900551400.6;0.182;1.5684;0.5065;-2.4027;0;0;0;0
900551400.7;0.1801;1.5721;0.5063;-2.403;0;7.0885;0;0
900551400.8;0.1807;1.5762;0.5058;-2.4019;0;9.0759;0;0
900551400.9;0.1813;1.58;0.506;-2.4023;-3.091;-3.2316;5.3069;6.1415
900551401;0.1818;1.5834;0.5066;-2.4034;1.9752;1.1449;5.895;6.2171
900551401.1;0.1823;1.5869;0.5066;-2.4025;-0.0506;1.017;6.341;6.3412
900551401.2;0.1828;1.5907;0.5063;-2.4021;0;5.2685;0;0
900551401.3;0.1833;1.5939;0.5065;-2.402;0;0;0;0
900551401.4;0.1838;1.5976;0.5068;-2.4024;-7.2267;5.4087;3.7166;8.1264
900551401.5;0.1843;1.6008;0.5069;-2.4024;2.5437;5.2395;6.0875;6.5976
900551401.6;0.1847;1.604;0.5067;-2.4014;0;0;0;0
900551401.7;0.1852;1.6076;0.5068;-2.4027;0;0;0;0
900551401.8;0.1858;1.6113;0.5069;-2.4032;0.0468;8.4331;5.7692;5.7694
900551401.9;0.1863;1.6149;0.5067;-2.4027;-0.1717;8.3461;5.1769;5.1797
900551402;0.1868;1.6183;0.5066;-2.4019;0.7662;12.2574;5.2639;5.3194
900551402.1;0.1873;1.6218;0.5066;-2.4022;-0.5055;12.1932;5.6721;5.6946
900551402.2;0.1878;1.6253;0.5068;-2.4034;0;16.1895;0;0
900551402.3;0.1883;1.6286;0.5066;-2.4026;0;0;0;0
900551402.4;0.1857;1.6328;0.5067;-2.4022;-11.1207;-0.3275;2.7156;11.4475
900551402.5;0.1836;1.6359;0.5071;-2.4028;-3.7124;1.5641;-0.7897;3.7955
900551402.6;0.1834;1.6392;0.5068;-2.4029;0;0;0;0
900551402.7;0.1839;1.6427;0.5063;-2.4024;0;0.4936;0;0
900551402.8;0.1844;1.6463;0.506;-2.4019;0;0.472;0;0
900551402.9;0.1849;1.6499;0.5061;-2.4022;-0.3602;0.465;5.6465;5.658
900551403;0.1854;1.6533;0.5062;-2.4035;0.4197;0.4547;4.9201;4.9379
900551403.1;0.1858;1.6567;0.5059;-2.4039;0.132;0.5003;5.2857;5.2874
900551403.2;0.1863;1.6599;0.5056;-2.402;0;0.5594;0;0
900551403.3;0.1868;1.6632;0.5054;-2.4012;0;0;0;0
900551403.4;0.1873;1.667;0.5056;-2.4028;-10.0863;4.623;2.054;10.2933
900551403.5;0.1877;1.6699;0.5058;-2.4026;-2.4744;4.3557;3.801;4.5355
900551403.6;0.1881;1.6728;0.5054;-2.4014;0;4.3537;0;0
900551403.7;0.1886;1.6762;0.5048;-2.4009;0;0;0;0
900551403.8;0.189;1.6796;0.5044;-2.4013;0;7.9384;0;0
900551403.9;0.1895;1.6831;0.5044;-2.4028;0;7.9172;0;0
900551404;0.19;1.6865;0.5045;-2.4031;-0.4622;11.8743;4.6958;4.7185
900551404.1;0.1905;1.6897;0.504;-2.4013;1.2879;11.6053;6.0983;6.2328
900551404.2;0.1909;1.693;0.5038;-2.4016;0;15.362;0;0
900551404.3;0.1914;1.6963;0.5035;-2.4019;0;0;0;0
900551404.4;0.1906;1.7;0.5033;-2.4014;-5.2912;0.6851;2.5759;5.8849
900551404.5;0.1877;1.7036;0.5033;-2.4027;-6.0317;4.1203;3.0666;6.7664
900551404.6;0.1848;1.7068;0.503;-2.4025;0;0;0;0
900551404.7;0.1852;1.7098;0.5025;-2.4016;0;0;0;0
900551404.8;0.1857;1.7129;0.5023;-2.4007;0;0;0;0
900551404.9;0.1861;1.716;0.5021;-2.4009;0.4785;0;6.4952;6.5128
900551405;0.1866;1.7196;0.5018;-2.4025;0;0;0;0
900551405.1;0.187;1.7229;0.5017;-2.4029;2.1226;0;6.1177;6.4754
900551405.2;0.1875;1.7268;0.501;-2.4029;0;0;0;0
900551405.3;0.1882;1.7316;0.5009;-2.4038;0;0;0;0
900551405.4;0.1888;1.736;0.5014;-2.4052;-16.1312;8.208;0.7884;16.1504
900551405.5;0.1891;1.7382;0.5029;-2.4041;-9.8688;7.9408;-2.7884;10.2551
900551405.6;0.1894;1.7402;0.5037;-2.403;0;11.2955;0;0
900551405.7;0.1898;1.743;0.5035;-2.4019;0;11.4903;0;0
900551405.8;0.1902;1.7465;0.5024;-2.4016;0;11.2607;0;0
900551405.9;0.1907;1.75;0.5015;-2.4024;0;14.9611;0;0
900551406;0.1911;1.7528;0.5016;-2.4034;0;15.0393;0;0
900551406.1;0.1914;1.7553;0.5019;-2.4019;0;0;0;0
900551406.2;0.1918;1.7582;0.5023;-2.4008;0;18.2808;0;0
900551406.3;0.1916;1.7615;0.5026;-2.4031;0;0;0;0
900551406.4;0.1886;1.7652;0.5026;-2.4036;-14.5924;5.0494;0.407;14.598
900551406.5;0.1855;1.7676;0.503;-2.4015;0;2.8583;0;0
900551406.6;0.1858;1.77;0.5032;-2.401;0;4.0307;0;0
900551406.7;0.1862;1.773;0.5031;-2.4022;0;0;0;0
900551406.8;0.1866;1.7762;0.5028;-2.4026;0;-2.821;0;0
900551406.9;0.187;1.779;0.5027;-2.4015;0;-3.0355;0;0
900551407;0.1874;1.782;0.5028;-2.4017;0;0;0;0
900551407.1;0.1878;1.7849;0.5032;-2.4028;-6.2788;-2.6895;3.2879;7.0875
900551407.2;0.1881;1.7874;0.5034;-2.4014;-2.2429;-3.0294;0.4536;2.2883
900551407.3;0.1884;1.79;0.5031;-2.4002;0;0;0;0
900551407.4;0.1889;1.7933;0.5031;-2.4017;-4.7461;-2.6698;4.3329;6.4264
900551407.5;0.1893;1.7962;0.5033;-2.405;-2.8285;-2.8925;3.5951;4.5744
900551407.6;0.1896;1.7985;0.5033;-2.4034;0;-2.8241;0;0
900551407.7;0.1899;1.8012;0.5027;-2.4004;0;0;0;0
900551407.8;0.1903;1.804;0.5027;-2.4014;0;-2.9077;0;0
900551407.9;0.1906;1.8068;0.5034;-2.4044;1.3779;-3.0528;5.9503;6.1077
900551408;0.1909;1.8091;0.5036;-2.4029;0;-2.3105;0;0
900551408.1;0.1913;1.812;0.5028;-2.4002;0;-3.2902;0;0
900551408.2;0.1918;1.8153;0.5025;-2.4019;0;-2.9266;0;0
900551408.3;0.1922;1.8183;0.5026;-2.4042;0;0;0;0
900551408.4;0.1925;1.821;0.5026;-2.4021;-10.642;-2.5621;2.6096;10.9573
900551408.5;0.1928;1.823;0.5029;-2.4003;0;-2.778;0;0
900551408.6;0.1931;1.8253;0.503;-2.4009;0;-3.1942;0;0
900551408.7;0.1934;1.8279;0.5027;-2.4008;0;0;0;0
900551408.8;0.1938;1.8308;0.502;-2.4002;0;0;0;0
900551408.9;0.1942;1.834;0.5017;-2.4019;0;-2.9044;0;0
900551409;0.1946;1.8365;0.5019;-2.4017;2.7996;-3.0037;6.9016;7.4479
